,loss,mae,mse,val_loss,val_mae,val_mse,epoch
52,1176.1652926634222,10.472503662109375,1176.165283203125,338.75696480974034,10.0885009765625,338.7569274902344,52
53,1174.0196916401194,10.412615776062012,1174.01953125,336.6964190279073,10.02457332611084,336.6963806152344,53
54,1171.8981555865598,10.352463722229004,1171.898193359375,334.6372612037469,9.960067749023438,334.6372375488281,54
55,1169.8177301246847,10.293631553649902,1169.8173828125,332.6822457536536,9.89806079864502,332.6822814941406,55
56,1167.8170373872467,10.236030578613281,1167.8167724609375,330.72283674401433,9.83548641204834,330.7228088378906,56
57,1165.8881655278299,10.180414199829102,1165.888427734375,328.8079855847715,9.774264335632324,328.8079528808594,57
58,1163.7774109388129,10.123345375061035,1163.7774658203125,326.8812400400342,9.71225643157959,326.8812561035156,58
59,1161.9347932344056,10.068851470947266,1161.934814453125,324.9903065240205,9.650936126708984,324.99029541015625,59
60,1159.9750479407828,10.014880180358887,1159.9749755859375,323.14622954563123,9.597600936889648,323.146240234375,60
61,1157.9604143898136,9.967771530151367,1157.9605712890625,321.33500150614117,9.548907279968262,321.3350524902344,61
62,1156.1074851437056,9.922147750854492,1156.107666015625,319.51850185109606,9.500274658203125,319.5185241699219,62
63,1154.2758974128021,9.878801345825195,1154.2757568359375,317.8041152878187,9.454448699951172,317.8041076660156,63
64,1152.5611762725093,9.835613250732422,1152.56103515625,316.0744873046875,9.407800674438477,316.074462890625,64
65,1150.773386356277,9.792142868041992,1150.77294921875,314.33701354069495,9.360450744628906,314.3370056152344,65
66,1148.9209773410514,9.74811840057373,1148.921142578125,312.6713602398165,9.314762115478516,312.6713562011719,66
67,1147.1094101746046,9.704167366027832,1147.1092529296875,310.9785413751555,9.267995834350586,310.9785461425781,67
68,1145.4375593618934,9.662376403808594,1145.437255859375,309.4031545155084,9.224445343017578,309.4031677246094,68
69,1143.7637278153466,9.622791290283203,1143.7637939453125,307.7330687869248,9.182828903198242,307.73309326171875,69
70,1142.1697693250949,9.589980125427246,1142.169677734375,306.26770857625934,9.15161418914795,306.2677001953125,70
71,1140.5068049925846,9.558958053588867,1140.5068359375,304.6560746074316,9.117042541503906,304.6560974121094,71
72,1138.8983367699607,9.528197288513184,1138.8983154296875,303.1913738193797,9.085675239562988,303.1913146972656,72
73,1137.455782240055,9.500486373901367,1137.4559326171875,301.8063135251477,9.055807113647461,301.8063049316406,73
74,1135.9249614158139,9.470942497253418,1135.9248046875,300.334912352301,9.024039268493652,300.33489990234375,74
75,1134.455732621451,9.441761016845703,1134.4559326171875,298.87248595887746,8.992570877075195,298.87249755859375,75
76,1132.849392944822,9.411709785461426,1132.8489990234375,297.43048684798663,8.961546897888184,297.4305419921875,76
77,1131.3932988359347,9.38343620300293,1131.393310546875,296.0321635232043,8.931290626525879,296.03216552734375,77
78,1129.981552401318,9.35499382019043,1129.9813232421875,294.71230177238806,8.902393341064453,294.7123107910156,78
79,1128.5542648121705,9.330596923828125,1128.5545654296875,293.4349334868626,8.88100814819336,293.4349365234375,79
80,1127.247445476628,9.309978485107422,1127.2476806640625,292.14692625738496,8.860103607177734,292.14691162109375,80
81,1125.8590294683872,9.289165496826172,1125.8587646484375,290.89005035855877,8.839534759521484,290.8900146484375,81
82,1124.6016497204841,9.26942253112793,1124.6019287109375,289.65915114369557,8.81905460357666,289.6591796875,82
83,1123.2389171952657,9.248892784118652,1123.2388916015625,288.4279030871036,8.798213958740234,288.4278869628906,83
84,1122.0529537794453,9.229011535644531,1122.052978515625,287.2450286409748,8.77790641784668,287.24505615234375,84
85,1120.739183634349,9.209052085876465,1120.7391357421875,286.09071184604323,8.758038520812988,286.09075927734375,85
86,1119.6121452242278,9.190726280212402,1119.6123046875,284.9439149467506,8.738102912902832,284.94390869140625,86
87,1118.3277948297373,9.169811248779297,1118.3280029296875,283.8213521017957,8.71849250793457,283.8213806152344,87
88,1117.181515667787,9.151248931884766,1117.181884765625,282.7506448470538,8.699872970581055,282.75067138671875,88
89,1116.1217924179293,9.136311531066895,1116.121826171875,281.7565100522777,8.687251091003418,281.75653076171875,89
90,1114.9483920480293,9.123932838439941,1114.9483642578125,280.6882771202581,8.673439025878906,280.68829345703125,90
91,1113.9937728718498,9.111503601074219,1113.994140625,279.7300521319185,8.66081714630127,279.7300720214844,91
92,1112.8763758512407,9.099508285522461,1112.8760986328125,278.73010083858054,8.647616386413574,278.7301025390625,92
93,1111.7476538614696,9.087831497192383,1111.74755859375,277.7383988261816,8.634438514709473,277.7383728027344,93
94,1110.8213806494214,9.077167510986328,1110.8211669921875,276.85141370782804,8.622424125671387,276.8514404296875,94
95,1109.7764526929373,9.064933776855469,1109.7764892578125,275.92110613922574,8.609574317932129,275.92108154296875,95
96,1108.8960813940655,9.054914474487305,1108.895751953125,275.0611243100902,8.597458839416504,275.0611267089844,96
97,1107.976823566979,9.044240951538086,1107.976806640625,274.1967642257463,8.585051536560059,274.19677734375,97
98,1107.0783833092291,9.033740043640137,1107.078125,273.3603112367848,8.572964668273926,273.36029052734375,98
99,1106.237059312345,9.023894309997559,1106.2371826171875,272.5377723200404,8.562980651855469,272.5377502441406,99
