fast,decision,failedcomp,decision_time,intime,round,gender,age,ed,pgg,mturk
1,1,1,4.104,1,1,0,20,l1,1,1
1,1,1,4.846,1,1,0,32,l1,0,1
1,0.25,0,5.144,1,1,0,21,l1,0,1
1,0,1,5.745,1,1,1,70,l1,0,0
0,0.45,1,6,0,1,0,20,l1,1,1
1,0,0,6,1,1,0,34,l1,0,1
1,1,0,6,1,1,0,30,l1,1,1
1,0.05,1,6,1,1,1,31,l1,1,1
1,0,0,6,1,1,1,29,l1,1,1
1,1,1,6.143,1,1,0,23,l1,0,1
1,0.25,1,6.705,1,1,1,18,l1,0,1
0,0.35,1,7,0,1,0,30,l1,1,1
1,1,0,7,1,1,0,16,l1,0,1
1,1,1,7,1,1,0,30,l1,1,1
1,1,0,7,1,1,0,30,l1,1,1
1,0,0,7.184,1,1,0,30,l1,0,1
1,1,0,8,1,1,0,18,l1,1,1
0,0.5,0,8,0,1,1,18,l1,1,1
1,1,0,8,1,1,0,18,l1,1,1
1,0.85,1,8,1,1,1,18,l1,1,1
1,0,0,8,1,1,0,18,l1,1,1
1,0,1,8,1,1,0,27,l1,1,1
1,0,0,8,1,1,0,18,l1,1,1
1,0.75,0,9,1,1,0,18,l1,1,1
0,0.5,0,9,0,1,0,27,l1,0,1
1,0.75,1,10,1,1,0,23,l1,1,1
1,0.85,0,10,1,1,0,17,l1,1,1
1,0.75,1,10,1,1,1,28,l1,1,1
0,0,1,10.094,1,1,1,49,l1,1,1
0,0,0,10.91,1,1,1,23,l1,1,1
1,0.7,0,11,0,1,1,60,l1,1,1
1,0.5,0,11,0,1,0,21,l1,1,1
1,1,0,11,0,1,0,23,l1,1,1
1,0.3,1,11.065,0,1,0,43,l1,0,0
0,0.5,0,11.157,1,1,0,22,l1,0,1
0,1,1,11.283,1,1,0,71,l1,0,1
1,1,1,12,0,1,0,30,l1,1,1
1,0.5,1,12.124,0,1,0,33,l1,0,1
0,0.75,0,12.883,1,1,0,20,l1,1,1
0,0,0,12.998,1,1,1,31,l1,1,1
1,0.45,1,13,0,1,1,18,l1,1,1
1,0.25,0,13,0,1,0,20,l1,1,1
1,0.5,0,13,0,1,0,20,l1,1,1
0,1,1,13.978,1,1,0,32,l1,0,1
0,1,1,14.048,1,1,1,24,l1,1,1
0,1,0,14.199,1,1,1,23,l1,1,1
0,0,0,14.403,1,1,0,22,l1,1,1
0,0,0,14.406,1,1,1,18,l1,1,1
1,0,1,15.382,0,1,0,47,l1,0,0
0,1,0,15.624,1,1,0,18,l1,1,1
0,0.5,0,16.333,1,1,1,21,l1,1,1
0,0.25,0,16.503,1,1,0,18,l1,0,1
0,0.5,0,17,1,1,1,27,l1,1,1
0,0.5,0,17,1,1,1,18,l1,1,1
0,1,0,17.305,1,1,1,65,l1,0,1
1,0,0,18,0,1,0,59,l1,1,1
1,0.85,1,19,0,1,1,30,l1,1,1
0,0.7,1,19,1,1,1,52,l1,1,1
0,0.5,0,19,1,1,0,26,l1,1,1
0,0.5,0,19.116,1,1,0,19,l1,1,1
0,0.5,1,20,1,1,1,30,l1,1,1
1,1,0,20,0,1,0,25,l1,1,1
0,1,0,22,1,1,1,18,l1,1,1
1,0.55,1,22,0,1,0,20,l1,0,1
0,1,0,26,1,1,0,26,l1,1,1
0,0.9,0,27,1,1,1,18,l1,1,1
0,0.25,1,29,1,1,1,21,l1,1,1
0,0.25,1,29.18,1,1,1,55,l1,1,1
0,1,0,30,1,1,0,19,l1,1,1
0,0.55,0,34,1,1,0,20,l1,1,1
0,1,0,37,1,1,1,23,l1,1,1
0,1,0,39,1,1,0,38,l1,1,1
1,1,1,45,0,1,0,30,l1,1,1
0,0.3,1,48,1,1,0,42,l1,1,1
0,1,1,48,1,1,0,35,l1,1,1
0,1,0,48,1,1,0,37,l1,1,1
0,0,1,55,1,1,0,22,l1,1,1
1,0,1,62,0,1,0,23,l1,0,1
0,0,0,,,1,0,18,l1,1,1
1,0.25,1,1.802,1,1,0,21,l1,0,1
0,0,0,2,0,1,0,25,l1,0,1
1,1,1,2.792,1,1,0,29,l1,0,1
1,0.5,1,2.883,1,1,1,24,l1,0,1
1,0.15,1,3,1,1,0,29,l1,1,1
0,0.4,1,3,0,1,1,33,l1,1,1
1,1,1,3,1,1,0,20,l1,0,1
0,0.6,0,3,0,1,0,22,l1,1,1
1,1,1,3,1,1,0,18,l1,1,1
0,1,0,3,0,1,1,25,l1,1,1
1,0,0,3,1,1,0,19,l1,1,1
0,0.6,1,3,0,1,0,26,l1,1,1
0,0.85,1,3,0,1,0,20,l1,1,1
1,0,0,3,1,1,0,18,l1,1,1
1,1,0,3,1,1,0,63,l1,1,1
0,0.5,0,3.097,0,1,0,18,l1,1,1
0,1,0,3.21,0,1,0,20,l1,1,1
0,1,0,3.312,0,1,1,48,l1,0,1
1,0,0,3.611,1,1,1,31,l1,0,1
1,0,0,3.617,1,1,1,33,l1,0,1
1,0.5,1,3.672,1,1,1,30,l1,0,0
1,1,0,3.715,1,1,0,26,l1,1,1
1,0,0,3.716,1,1,0,31,l1,1,1
1,0.5,0,3.902,1,1,0,18,l1,0,0
1,1,0,4,1,1,1,31,l1,1,1
0,0.75,1,4,0,1,1,19,l1,1,1
1,1,0,4,1,1,0,26,l1,1,1
1,1,1,4,1,1,0,20,l1,1,1
1,1,0,4,1,1,0,21,l1,0,1
1,1,1,4,1,1,0,30,l1,0,1
1,1,0,4,1,1,1,21,l1,0,1
0,1,0,4,0,1,0,24,l1,1,1
0,0.5,0,4,0,1,1,24,l1,1,1
1,1,1,4,1,1,0,31,l1,1,1
1,1,1,4,1,1,1,36,l1,1,1
1,1,1,4,1,1,0,40,l1,1,1
0,1,0,4,0,1,0,25,l1,1,1
1,1,0,4,1,1,0,21,l1,1,1
1,1,1,4,1,1,1,21,l1,1,1
1,0.05,0,4,1,1,0,24,l1,1,1
1,0,0,4.054,1,1,0,25,l1,1,1
1,1,0,4.086,1,1,1,44,l1,1,1
1,0,1,4.139,1,1,1,32,l1,0,1
1,0.4,1,4.172,1,1,1,29,l1,0,0
1,0.25,0,4.23,1,1,0,18,l1,0,1
1,0.5,0,4.302,1,1,1,37,l1,0,1
0,0.25,1,4.356,0,1,0,34,l1,1,1
0,0.25,1,4.416,0,1,1,19,l1,0,1
0,1,0,4.43,0,1,0,25,l1,0,1
1,1,0,4.473,1,1,0,36,l1,0,1
1,0,0,4.509,1,1,1,23,l1,0,1
1,1,1,4.61,1,1,1,30,l1,0,1
1,1,0,4.617,1,1,0,28,l1,0,1
0,1,0,4.659,0,1,0,20,l1,1,1
0,0.75,0,4.729,0,1,1,28,l1,1,1
1,0.1,0,4.791,1,1,1,42,l1,0,0
1,1,0,4.849,1,1,0,24,l1,0,1
1,1,0,4.86,1,1,1,59,l1,0,1
1,0,0,5,1,1,0,18,l1,1,1
0,0,0,5,0,1,0,18,l1,1,1
1,1,0,5,1,1,0,24,l1,1,1
0,0,0,5,0,1,1,21,l1,0,1
0,1,1,5,0,1,0,53,l1,1,1
0,0,0,5,0,1,0,22,l1,1,1
1,1,0,5,1,1,1,32,l1,1,1
1,1,0,5,1,1,0,30,l1,1,1
1,1,0,5,1,1,0,19,l1,1,1
1,1,0,5,1,1,1,23,l1,1,1
1,1,1,5,1,1,0,22,l1,1,1
1,0.5,1,5,1,1,0,18,l1,1,1
0,0,0,5,0,1,1,18,l1,1,1
1,1,0,5,1,1,1,19,l1,1,1
0,1,0,5,0,1,0,18,l1,1,1
1,0,1,5,1,1,0,22,l1,1,1
1,1,0,5,1,1,0,24,l1,1,1
0,0,0,5,0,1,0,23,l1,1,1
0,1,0,5,0,1,0,18,l1,1,1
1,1,1,5,1,1,1,35,l1,1,1
1,1,0,5,1,1,1,31,l1,1,1
0,1,0,5,0,1,0,22,l1,1,1
1,0,0,5,1,1,1,33,l1,1,1
1,1,0,5,1,1,1,28,l1,1,1
0,1,0,5,0,1,0,20,l1,1,1
1,1,0,5,1,1,1,29,l1,1,1
0,0,0,5,0,1,0,28,l1,1,1
1,0.3,1,5.14,1,1,1,19,l1,0,0
1,1,0,5.15,1,1,0,30,l1,0,1
1,0,0,5.219,1,1,1,19,l1,0,0
1,0.5,0,5.288,1,1,0,35,l1,1,1
1,0.75,0,5.307,1,1,1,19,l1,1,1
1,0,0,5.319,1,1,0,19,l1,0,1
1,1,0,5.406,1,1,1,30,l1,1,1
1,0,0,5.502,1,1,0,21,l1,1,1
1,0.6,1,5.51,1,1,0,19,l1,0,0
1,1,0,5.524,1,1,0,30,l1,0,1
1,1,0,5.585,1,1,0,31,l1,0,1
1,1,0,5.651,1,1,0,25,l1,0,1
0,0.5,1,5.664,0,1,1,25,l1,0,1
1,0.25,0,5.692,1,1,1,29,l1,0,1
1,1,1,5.706,1,1,0,41,l1,0,1
1,1,0,5.791,1,1,0,30,l1,1,1
1,0.5,0,5.805,1,1,0,18,l1,0,0
1,1,0,5.828,1,1,0,18,l1,1,1
1,1,1,5.967,1,1,0,18,l1,0,1
0,0.5,1,5.999,0,1,1,31,l1,0,0
1,0.5,1,6,1,1,1,23,l1,1,1
1,1,0,6,1,1,0,18,l1,1,1
1,1,0,6,1,1,0,34,l1,1,1
1,1,0,6,1,1,1,32,l1,1,1
1,0.75,0,6,1,1,1,29,l1,1,1
1,1,0,6,1,1,0,18,l1,0,1
1,0.5,0,6,1,1,1,35,l1,1,1
1,1,1,6,1,1,1,45,l1,1,1
1,1,0,6,1,1,0,22,l1,1,1
1,1,1,6,1,1,1,31,l1,1,1
1,0.65,0,6,1,1,0,18,l1,1,1
0,0.5,0,6,0,1,1,18,l1,1,1
1,1,0,6,1,1,0,20,l1,1,1
1,1,0,6,1,1,0,25,l1,1,1
1,1,1,6,1,1,0,18,l1,1,1
1,1,1,6,1,1,0,29,l1,1,1
1,1,0,6,1,1,1,27,l1,1,1
0,1,0,6,0,1,0,26,l1,1,1
1,1,0,6,1,1,0,24,l1,1,1
0,1,0,6,0,1,0,27,l1,1,1
1,1,0,6,1,1,1,21,l1,1,1
1,0.6,1,6,1,1,0,18,l1,1,1
1,1,0,6,1,1,0,19,l1,1,1
1,1,1,6,1,1,0,20,l1,1,1
1,1,0,6,1,1,0,18,l1,1,1
1,0.25,0,6,1,1,1,32,l1,1,1
1,0,0,6,1,1,1,27,l1,1,1
1,0,0,6,1,1,1,34,l1,1,1
0,1,1,6,0,1,1,27,l1,1,1
1,1,1,6,1,1,1,30,l1,1,1
0,1,0,6,0,1,0,20,l1,1,1
1,0.75,0,6,1,1,0,20,l1,1,1
1,1,1,6,1,1,0,31,l1,1,1
1,1,1,6,1,1,0,27,l1,1,1
1,0,0,6,1,1,0,21,l1,1,1
1,0,0,6,1,1,1,24,l1,1,1
1,1,1,6,1,1,0,,l1,1,1
1,0.4,1,6,1,1,0,25,l1,1,1
1,1,0,6,1,1,1,35,l1,1,1
1,0.5,0,6.005,1,1,0,23,l1,0,1
1,0.75,0,6.053,1,1,1,32,l1,0,1
1,0,0,6.115,1,1,0,24,l1,0,1
1,1,1,6.125,1,1,0,34,l1,0,1
0,0,0,6.137,0,1,0,21,l1,0,1
1,1,1,6.191,1,1,1,23,l1,0,1
1,1,0,6.221,1,1,1,27,l1,1,1
1,0.5,1,6.429,1,1,1,23,l1,0,1
0,0,0,6.451,0,1,1,40,l1,0,1
1,1,0,6.467,1,1,1,19,l1,1,1
1,0,0,6.472,1,1,0,31,l1,0,1
1,0.5,1,6.476,1,1,0,21,l1,0,1
1,0,0,6.481,1,1,0,21,l1,0,0
1,1,1,6.559,1,1,1,21,l1,0,1
1,0.25,1,6.579,1,1,1,26,l1,1,1
1,0,0,6.64,1,1,1,39,l1,1,1
1,0.5,0,6.755,1,1,0,30,l1,1,1
1,0,0,6.908,1,1,0,32,l1,0,1
1,0.5,1,6.915,1,1,1,38,l1,0,1
1,1,0,6.927,1,1,0,25,l1,0,1
1,1,1,7,1,1,0,19,l1,1,1
1,0.05,1,7,1,1,1,33,l1,1,1
1,1,0,7,1,1,1,46,l1,1,1
1,0,0,7,1,1,1,40,l1,1,1
0,0,0,7,0,1,0,27,l1,1,1
1,1,1,7,1,1,1,55,l1,1,1
0,0.5,0,7,0,1,0,32,l1,0,1
0,0,0,7,0,1,0,26,l1,0,1
1,0.7,1,7,1,1,1,18,l1,1,1
1,0,0,7,1,1,0,36,l1,1,1
1,0,1,7,1,1,1,34,l1,1,1
0,0,0,7,0,1,0,34,l1,1,1
1,0.65,1,7,1,1,0,27,l1,1,1
1,0,0,7,1,1,0,19,l1,1,1
1,1,0,7,1,1,0,38,l1,1,1
0,0,0,7,0,1,0,22,l1,1,1
1,1,1,7,1,1,1,21,l1,1,1
1,1,0,7,1,1,0,24,l1,1,1
1,1,1,7,1,1,0,21,l1,1,1
0,0,0,7,0,1,0,20,l1,1,1
0,0,0,7,0,1,1,20,l1,1,1
1,1,1,7,1,1,0,27,l1,1,1
1,0,1,7,1,1,0,27,l1,1,1
1,0,0,7,1,1,0,18,l1,1,1
0,0.75,1,7,0,1,1,20,l1,1,1
1,1,0,7,1,1,0,30,l1,1,1
1,1,0,7,1,1,0,20,l1,1,1
1,0,0,7,1,1,0,22,l1,1,1
1,0,0,7,1,1,0,26,l1,1,1
1,0,0,7,1,1,1,40,l1,1,1
1,0.5,0,7,1,1,1,28,l1,1,1
1,1,1,7,1,1,1,43,l1,1,1
0,0.1,0,7.012,0,1,1,19,l1,0,0
1,0.5,0,7.013,1,1,0,19,l1,0,1
1,0.25,1,7.146,1,1,1,57,l1,0,1
1,0.75,1,7.149,1,1,0,32,l1,0,1
1,0,0,7.193,1,1,0,22,l1,1,1
1,0.5,0,7.214,1,1,0,30,l1,1,1
1,1,1,7.217,1,1,1,21,l1,0,1
1,0.5,0,7.224,1,1,0,21,l1,1,1
1,0.5,0,7.338,1,1,0,50,l1,0,1
1,1,0,7.413,1,1,0,36,l1,1,1
0,0.5,0,7.416,0,1,0,20,l1,1,1
1,0.25,0,7.498,1,1,0,21,l1,0,1
1,1,0,7.599,1,1,0,34,l1,0,1
1,0.25,1,7.617,1,1,0,23,l1,0,1
1,1,0,7.653,1,1,1,19,l1,0,0
1,0.25,0,7.707,1,1,1,33,l1,1,1
1,0.25,1,7.722,1,1,1,35,l1,1,1
1,0.25,1,7.746,1,1,0,24,l1,0,1
1,0.5,1,7.774,1,1,1,35,l1,1,1
0,0,0,7.892,0,1,0,19,l1,0,1
1,1,0,7.937,1,1,1,52,l1,0,1
1,0,0,7.969,1,1,0,21,l1,0,1
1,0,0,8,1,1,0,46,l1,1,1
1,0.4,1,8,1,1,0,19,l1,1,1
1,0.75,1,8,1,1,1,45,l1,1,1
1,0.5,1,8,1,1,0,19,l1,1,1
1,1,0,8,1,1,1,54,l1,1,1
1,1,0,8,1,1,0,19,l1,0,1
1,0,0,8,1,1,0,18,l1,0,1
1,1,1,8,1,1,0,24,l1,1,1
1,0.5,0,8,1,1,0,18,l1,1,1
1,1,0,8,1,1,0,22,l1,1,1
1,1,1,8,1,1,1,31,l1,1,1
1,1,0,8,1,1,0,53,l1,1,1
0,1,1,8,0,1,1,32,l1,1,1
1,0,0,8,1,1,0,19,l1,1,1
1,0.5,0,8,1,1,1,41,l1,1,1
1,1,1,8,1,1,0,19,l1,1,1
1,0.25,1,8,1,1,0,25,l1,1,1
1,0.5,1,8,1,1,0,25,l1,1,1
0,0,1,8,0,1,0,30,l1,1,1
1,0.2,0,8,1,1,0,28,l1,1,1
1,0.95,0,8,1,1,0,21,l1,1,1
1,0.75,1,8,1,1,1,25,l1,1,1
1,1,1,8,1,1,0,18,l1,1,1
1,0.5,1,8,1,1,0,18,l1,1,1
1,1,1,8,1,1,0,27,l1,1,1
1,1,1,8,1,1,0,37,l1,1,1
0,1,1,8,0,1,1,35,l1,1,1
1,0.5,0,8,1,1,0,26,l1,1,1
1,0.65,0,8,1,1,1,27,l1,1,1
1,1,0,8,1,1,0,28,l1,1,1
1,0,0,8,1,1,0,19,l1,1,1
1,0,0,8,1,1,1,34,l1,1,1
1,0.35,1,8,1,1,1,38,l1,1,1
0,1,0,8,0,1,1,28,l1,1,1
1,0.8,1,8,1,1,1,21,l1,1,1
1,1,1,8,1,1,1,20,l1,1,1
1,1,0,8,1,1,1,20,l1,1,1
1,1,0,8,1,1,0,25,l1,1,1
1,0.5,0,8,1,1,1,35,l1,1,1
1,1,0,8,1,1,1,35,l1,1,1
0,0.5,0,8,0,1,0,23,l1,1,1
1,1,0,8,1,1,0,25,l1,1,1
1,1,0,8,1,1,1,18,l1,1,1
1,1,0,8.005,1,1,0,21,l1,1,1
1,1,0,8.061,1,1,1,18,l1,0,0
0,0,1,8.16,0,1,0,49,l1,0,0
1,1,0,8.29,1,1,0,24,l1,0,1
1,0.5,0,8.324,1,1,1,46,l1,0,1
1,0,0,8.405,1,1,1,29,l1,0,1
1,0.5,1,8.461,1,1,0,20,l1,0,1
1,1,1,8.546,1,1,0,19,l1,0,1
1,1,0,8.593,1,1,1,24,l1,0,1
1,0.75,0,8.626,1,1,0,29,l1,1,1
1,0,0,8.699,1,1,1,26,l1,0,1
0,0.5,0,8.719,0,1,1,38,l1,0,1
1,1,1,8.748,1,1,1,24,l1,0,1
1,0,1,8.844,1,1,1,23,l1,0,1
1,1,1,8.882,1,1,1,52,l1,0,0
1,0.75,0,8.918,1,1,0,21,l1,0,1
1,0.5,0,8.973,1,1,1,40,l1,0,1
1,0.15,1,9,1,1,0,22,l1,1,1
0,1,0,9,0,1,1,54,l1,1,1
1,0.6,0,9,1,1,1,29,l1,1,1
0,1,0,9,0,1,0,32,l1,1,1
1,1,0,9,1,1,1,21,l1,0,1
1,0,0,9,1,1,0,46,l1,1,1
1,1,0,9,1,1,0,19,l1,1,1
1,0.5,0,9,1,1,0,36,l1,1,1
1,0.5,0,9,1,1,0,28,l1,1,1
1,1,1,9,1,1,1,50,l1,1,1
1,0.7,0,9,1,1,0,22,l1,1,1
1,0.5,0,9,1,1,0,21,l1,1,1
0,0.75,1,9,0,1,1,22,l1,1,1
1,0,0,9,1,1,1,40,l1,1,1
1,0.75,1,9,1,1,0,23,l1,1,1
1,0.75,0,9,1,1,1,27,l1,1,1
1,0,0,9,1,1,0,19,l1,1,1
1,0.25,0,9,1,1,0,30,l1,1,1
0,1,1,9,0,1,0,26,l1,1,1
1,0.75,1,9,1,1,1,26,l1,1,1
0,0.8,1,9,0,1,0,21,l1,1,1
1,1,0,9,1,1,0,21,l1,1,1
1,1,1,9,1,1,1,38,l1,1,1
1,0.4,0,9,1,1,1,18,l1,1,1
1,0.05,0,9,1,1,0,23,l1,1,1
1,0.5,0,9,1,1,1,39,l1,1,1
1,1,0,9,1,1,0,18,l1,1,1
1,1,0,9,1,1,0,25,l1,1,1
1,0.5,0,9,1,1,0,18,l1,1,1
1,0.25,0,9,1,1,1,30,l1,1,1
1,0.05,0,9,1,1,1,19,l1,1,1
1,0.75,1,9,1,1,1,50,l1,1,1
1,0,0,9,1,1,0,26,l1,1,1
1,1,1,9.004,1,1,1,23,l1,0,1
1,1,0,9.097,1,1,1,18,l1,0,1
0,1,0,9.12,1,1,0,30,l1,0,1
1,0.1,1,9.126,1,1,1,43,l1,0,0
1,0.75,0,9.157,1,1,1,22,l1,1,1
1,0.1,1,9.397,1,1,0,33,l1,0,0
0,0,0,9.557,0,1,1,48,l1,1,1
0,0.5,1,9.694,1,1,0,32,l1,0,1
1,0.5,1,9.751,1,1,1,63,l1,0,0
1,1,0,10,1,1,1,22,l1,1,1
1,1,0,10,1,1,0,35,l1,1,1
0,0.25,1,10,0,1,0,17,l1,1,1
1,1,0,10,1,1,1,38,l1,1,1
0,1,1,10,0,1,0,17,l1,1,1
0,1,0,10,0,1,0,22,l1,0,1
1,1,0,10,1,1,1,24,l1,0,1
1,1,0,10,1,1,0,49,l1,1,1
1,0,0,10,1,1,0,26,l1,1,1
1,0,1,10,1,1,0,25,l1,1,1
1,0.4,1,10,1,1,0,19,l1,1,1
1,1,1,10,1,1,0,59,l1,1,1
0,0.55,1,10,0,1,0,22,l1,1,1
1,0.8,0,10,1,1,0,30,l1,1,1
0,0.75,0,10,0,1,1,18,l1,1,1
1,0.6,0,10,1,1,0,32,l1,1,1
1,0.1,0,10,1,1,0,19,l1,1,1
0,1,0,10,0,1,0,22,l1,1,1
1,0.5,1,10,1,1,0,19,l1,1,1
1,0.75,1,10,1,1,1,52,l1,1,1
0,1,0,10,1,1,0,23,l1,1,1
0,1,0,10,1,1,1,18,l1,1,1
1,0,1,10,1,1,0,20,l1,1,1
1,1,0,10,1,1,0,43,l1,1,1
1,0,0,10,1,1,0,20,l1,1,1
1,0.5,0,10,1,1,1,31,l1,1,1
1,0.95,0,10,1,1,0,22,l1,1,1
1,0,1,10,1,1,0,20,l1,1,1
0,1,1,10,1,1,1,55,l1,1,1
0,1,0,10,1,1,0,23,l1,1,1
1,0.25,0,10,1,1,0,29,l1,1,1
1,0.25,0,10,1,1,0,18,l1,1,1
1,1,1,10,1,1,1,24,l1,1,1
1,0,1,10.088,1,1,0,21,l1,0,1
1,1,0,10.263,1,1,1,43,l1,1,1
0,0,0,10.299,1,1,0,30,l1,1,1
0,0.5,1,10.369,1,1,0,20,l1,0,1
0,1,0,10.437,1,1,0,25,l1,0,1
0,1,1,10.768,1,1,0,47,l1,0,1
0,0.25,0,10.778,1,1,1,25,l1,1,1
0,0.5,1,11,1,1,0,23,l1,1,1
1,0.55,1,11,0,1,1,35,l1,1,1
0,0.5,0,11,1,1,1,50,l1,1,1
1,0.75,0,11,0,1,0,20,l1,1,1
0,0.75,0,11,1,1,0,25,l1,1,1
1,0.85,1,11,0,1,0,23,l1,1,1
0,1,0,11,1,1,1,40,l1,1,1
1,0.75,1,11,0,1,1,30,l1,1,1
1,1,0,11,0,1,0,19,l1,1,1
1,0.25,1,11,0,1,0,18,l1,1,1
1,1,0,11,0,1,0,30,l1,1,1
1,0.5,0,11,0,1,1,52,l1,1,1
1,0.7,1,11,0,1,1,19,l1,1,1
1,0.75,0,11,0,1,1,18,l1,1,1
0,0.5,1,11,1,1,1,25,l1,1,1
1,1,0,11,0,1,0,48,l1,1,1
1,0.55,0,11,0,1,0,18,l1,1,1
0,1,1,11,1,1,0,26,l1,1,1
1,0.25,1,11,0,1,0,44,l1,1,1
1,0.5,0,11,0,1,1,36,l1,1,1
0,0.5,0,11.01,1,1,1,18,l1,0,1
0,0.5,0,11.024,1,1,1,19,l1,0,1
0,0.5,1,11.033,1,1,0,26,l1,1,1
0,0.5,1,11.033,1,1,0,26,l1,1,1
0,0,0,11.301,1,1,0,18,l1,1,1
0,1,1,11.341,1,1,1,21,l1,1,1
0,0.25,1,11.35,1,1,0,24,l1,1,1
0,1,1,11.419,1,1,0,25,l1,0,1
0,0,0,11.506,1,1,0,27,l1,1,1
0,1,1,11.533,1,1,0,24,l1,1,1
0,0.25,1,11.588,1,1,1,31,l1,1,1
0,1,0,11.695,1,1,0,22,l1,1,1
0,1,0,11.859,1,1,0,24,l1,1,1
0,1,1,11.861,1,1,1,22,l1,1,1
0,1,1,11.866,1,1,1,25,l1,1,1
0,1,0,11.917,1,1,0,18,l1,1,1
0,0.25,0,11.923,1,1,0,18,l1,1,1
0,0,0,11.961,1,1,0,21,l1,1,1
0,0,1,11.964,1,1,0,29,l1,1,1
0,0.5,0,11.974,1,1,0,19,l1,1,1
1,1,1,12,0,1,1,19,l1,1,1
0,0.5,1,12,1,1,1,19,l1,1,1
1,0.25,0,12,0,1,1,18,l1,1,1
1,0,0,12,0,1,1,25,l1,1,1
0,0,0,12,1,1,0,34,l1,1,1
1,0.55,1,12,0,1,0,19,l1,0,1
0,0,0,12,1,1,0,25,l1,0,1
1,1,0,12,0,1,1,32,l1,1,1
1,0.5,1,12,0,1,1,24,l1,1,1
1,0.25,0,12,0,1,0,21,l1,1,1
1,0.75,1,12,0,1,0,22,l1,1,1
1,0.5,0,12,0,1,0,18,l1,1,1
1,1,1,12,0,1,0,30,l1,1,1
1,1,1,12,0,1,0,46,l1,1,1
0,0,1,12,1,1,0,46,l1,1,1
1,1,1,12,0,1,0,27,l1,1,1
0,0,0,12,1,1,1,31,l1,1,1
1,0.1,0,12,0,1,0,26,l1,1,1
1,0.65,1,12,0,1,1,24,l1,1,1
1,0.15,0,12,0,1,1,55,l1,1,1
1,0.95,0,12,0,1,1,48,l1,1,1
0,0.5,0,12,1,1,1,52,l1,1,1
1,0.5,1,12,0,1,0,25,l1,1,1
1,0.5,0,12,0,1,1,34,l1,1,1
1,0.25,1,12,0,1,0,46,l1,1,1
1,0.5,0,12,0,1,1,51,l1,1,1
0,0,0,12.019,1,1,0,18,l1,1,1
0,1,0,12.036,1,1,0,34,l1,1,1
0,0,0,12.041,1,1,1,67,l1,0,1
0,1,1,12.05,1,1,1,21,l1,0,1
0,1,0,12.069,1,1,0,22,l1,1,1
0,1,1,12.106,1,1,0,48,l1,1,1
0,0.5,0,12.161,1,1,0,18,l1,0,1
0,0,0,12.178,1,1,0,21,l1,0,1
0,1,0,12.219,1,1,0,23,l1,1,1
0,1,0,12.222,1,1,0,20,l1,1,1
1,0.3,1,12.269,0,1,0,59,l1,0,0
0,0,0,12.374,1,1,1,27,l1,0,1
0,1,0,12.482,1,1,1,24,l1,1,1
0,0,0,12.496,1,1,1,32,l1,0,1
0,0.5,1,12.503,1,1,0,19,l1,0,1
1,0.25,0,12.548,0,1,0,27,l1,1,1
0,1,0,12.668,1,1,1,32,l1,1,1
0,1,0,12.849,1,1,1,25,l1,1,1
0,1,0,12.905,1,1,0,18,l1,0,1
0,0.75,1,12.935,1,1,0,21,l1,1,1
0,1,0,12.967,1,1,1,35,l1,1,1
0,1,0,12.967,1,1,1,35,l1,1,1
0,1,0,12.97,1,1,0,35,l1,0,1
0,1,1,12.997,1,1,1,25,l1,1,1
1,0.05,0,13,0,1,0,20,l1,1,1
1,1,1,13,0,1,1,30,l1,1,1
1,1,1,13,0,1,0,53,l1,1,1
0,0.5,1,13,1,1,0,32,l1,1,1
0,1,1,13,1,1,1,36,l1,1,1
1,0,1,13,0,1,0,46,l1,1,1
1,0.4,0,13,0,1,1,27,l1,1,1
1,0.25,0,13,0,1,0,28,l1,1,1
0,0.5,1,13,1,1,0,18,l1,1,1
1,0.2,1,13,0,1,1,63,l1,1,1
1,0.5,0,13,0,1,0,21,l1,1,1
1,0,0,13,0,1,0,35,l1,1,1
1,0.05,0,13,0,1,0,42,l1,1,1
1,0,0,13,0,1,1,63,l1,1,1
0,0,0,13,1,1,1,30,l1,1,1
0,1,0,13.028,1,1,1,36,l1,1,1
0,0.75,1,13.133,1,1,0,25,l1,1,1
0,1,0,13.226,1,1,0,24,l1,1,1
0,0.5,1,13.243,1,1,1,18,l1,0,1
0,1,0,13.347,1,1,1,67,l1,1,1
0,1,0,13.394,1,1,1,24,l1,0,1
0,0.5,0,13.42,1,1,0,20,l1,1,1
0,1,0,13.421,1,1,0,23,l1,1,1
0,0,1,13.47,1,1,0,25,l1,0,1
1,0.5,1,13.496,0,1,1,59,l1,0,0
0,0.5,0,13.565,1,1,0,18,l1,1,1
0,0.5,0,13.565,1,1,0,18,l1,1,1
0,1,0,13.703,1,1,0,21,l1,1,1
0,1,0,13.704,1,1,1,36,l1,1,1
0,1,0,13.756,1,1,0,34,l1,1,1
0,0.2,1,13.773,1,1,0,20,l1,0,0
0,1,0,13.802,1,1,0,35,l1,1,1
0,1,0,13.814,1,1,0,18,l1,1,1
0,0.5,1,13.862,1,1,0,38,l1,1,1
0,0.75,0,13.88,1,1,1,18,l1,0,1
0,1,0,13.928,1,1,1,24,l1,1,1
0,1,1,13.979,1,1,1,41,l1,1,1
0,0,0,13.986,1,1,0,44,l1,1,1
1,0.75,1,14,0,1,0,19,l1,1,1
