fast,decision,failedcomp,decision_time,intime,round,gender,age,ed,pgg,mturk
0,1,0,5,0,1,0,26,l3,1,1
1,0,0,5,1,1,0,25,l3,1,1
1,1,0,5,1,1,0,27,l3,1,1
1,1,0,5,1,1,0,21,l3,1,1
1,0,0,5,1,1,0,26,l3,1,1
0,0,0,5,0,1,1,27,l3,1,1
1,1,0,5.001,1,1,1,25,l3,1,1
1,1,0,5.007,1,1,1,31,l3,1,1
1,0.25,1,5.014,1,1,0,27,l3,0,1
1,1,0,5.025,1,1,0,34,l3,0,1
1,1,0,5.047,1,1,0,33,l3,0,1
1,1,1,5.066,1,1,0,26,l3,0,1
1,1,1,5.07,1,1,1,56,l3,0,1
1,0,0,5.082,1,1,0,42,l3,0,1
1,1,0,5.09,1,1,1,23,l3,0,1
1,0,0,5.117,1,1,1,24,l3,1,1
1,0.5,0,5.131,1,1,1,39,l3,0,1
1,0.25,0,5.141,1,1,1,46,l3,1,1
1,1,0,5.144,1,1,0,25,l3,1,1
0,1,0,5.177,0,1,1,25,l3,1,1
1,0.25,1,5.179,1,1,1,41,l3,1,1
0,0.5,1,5.188,0,1,1,23,l3,1,1
0,1,0,5.2,0,1,1,23,l3,1,1
0,0,1,5.223,0,1,1,74,l3,0,0
1,1,0,5.226,1,1,1,25,l3,1,1
1,0,0,5.234,1,1,0,24,l3,0,1
1,0,0,5.27,1,1,0,28,l3,0,1
1,1,0,5.291,1,1,1,33,l3,1,1
1,0.5,0,5.308,1,1,0,48,l3,0,1
1,1,0,5.318,1,1,1,43,l3,1,1
1,0,0,5.319,1,1,0,31,l3,1,1
1,1,0,5.337,1,1,0,64,l3,1,1
1,0.25,1,5.343,1,1,0,21,l3,0,1
1,1,0,5.352,1,1,0,36,l3,1,1
1,1,0,5.356,1,1,1,41,l3,1,1
1,0.5,0,5.374,1,1,1,26,l3,1,1
0,0.75,0,5.377,0,1,1,27,l3,1,1
1,0.4,0,5.396,1,1,1,52,l3,0,0
0,1,0,5.409,0,1,0,33,l3,0,1
1,0.5,1,5.409,1,1,1,29,l3,1,1
1,1,0,5.41,1,1,0,24,l3,0,1
1,0.25,0,5.41,1,1,0,24,l3,1,1
1,0.25,0,5.424,1,1,1,27,l3,1,1
1,0.3,0,5.495,1,1,0,20,l3,0,0
1,1,0,5.509,1,1,0,25,l3,0,1
1,1,1,5.534,1,1,1,26,l3,1,1
1,1,1,5.535,1,1,0,27,l3,1,1
1,1,0,5.555,1,1,1,24,l3,1,1
0,1,1,5.609,0,1,1,25,l3,0,1
1,0.5,1,5.61,1,1,0,29,l3,0,1
1,1,0,5.657,1,1,0,46,l3,0,1
1,0.5,0,5.667,1,1,0,26,l3,0,1
1,0,0,5.674,1,1,0,21,l3,1,1
1,0.75,0,5.68,1,1,1,26,l3,1,1
0,0.5,1,5.708,0,1,1,41,l3,0,0
1,1,1,5.714,1,1,0,24,l3,1,1
1,0.75,0,5.715,1,1,0,29,l3,1,1
1,0.5,0,5.723,1,1,0,34,l3,0,1
1,1,1,5.724,1,1,1,22,l3,0,1
1,0.75,0,5.736,1,1,0,28,l3,1,1
1,0.5,0,5.761,1,1,1,31,l3,0,1
1,1,0,5.768,1,1,0,28,l3,0,1
1,1,0,5.806,1,1,0,36,l3,0,1
1,0.5,1,5.824,1,1,1,22,l3,0,0
1,1,0,5.856,1,1,1,33,l3,1,1
1,0.5,0,5.865,1,1,0,51,l3,1,1
1,0.5,0,5.876,1,1,0,28,l3,0,1
1,0.5,0,5.884,1,1,1,47,l3,1,1
1,1,0,5.894,1,1,1,54,l3,1,1
1,0,0,5.92,1,1,0,24,l3,1,1
1,1,0,5.963,1,1,1,44,l3,0,1
1,0.5,0,5.977,1,1,1,23,l3,1,1
0,0.3,1,6,0,1,0,22,l3,1,1
0,1,0,6,0,1,1,31,l3,1,1
0,1,1,6,0,1,0,21,l3,1,1
1,1,1,6,1,1,1,22,l3,1,1
1,1,0,6,1,1,0,29,l3,1,1
0,0.5,0,6,0,1,0,30,l3,1,1
1,1,0,6,1,1,0,47,l3,1,1
0,1,0,6,0,1,0,41,l3,1,1
0,1,0,6,0,1,1,49,l3,1,1
1,1,0,6,1,1,0,28,l3,1,1
1,1,0,6,1,1,1,45,l3,1,1
1,1,0,6,1,1,1,50,l3,1,1
1,0.25,0,6,1,1,1,21,l3,1,1
1,1,0,6,1,1,1,55,l3,1,1
1,1,0,6,1,1,1,29,l3,1,1
1,1,0,6,1,1,1,21,l3,0,1
1,1,0,6,1,1,0,25,l3,0,1
1,1,0,6,1,1,0,32,l3,0,1
1,1,0,6,1,1,1,27,l3,0,1
1,1,0,6,1,1,1,23,l3,0,1
1,1,0,6,1,1,1,29,l3,0,1
1,1,0,6,1,1,0,22,l3,1,0
0,0,0,6,0,1,1,20,l3,1,0
0,0,1,6,0,1,0,30,l3,1,0
1,1,1,6,1,1,1,22,l3,1,0
0,1,0,6,0,1,1,21,l3,1,1
1,1,1,6,1,1,1,41,l3,1,1
0,1,1,6,0,1,1,35,l3,1,1
1,1,0,6,1,1,1,35,l3,1,1
0,1,1,6,0,1,1,26,l3,1,1
1,0,0,6,1,1,0,30,l3,1,1
1,0.7,0,6,1,1,0,27,l3,1,1
1,1,0,6,1,1,1,26,l3,1,1
1,1,1,6,1,1,1,51,l3,1,1
1,0,0,6,1,1,0,22,l3,1,1
1,1,0,6,1,1,1,29,l3,1,1
0,1,0,6,0,1,1,27,l3,1,1
1,1,0,6,1,1,1,23,l3,1,1
0,0,0,6,0,1,0,49,l3,1,1
0,0.5,0,6,0,1,0,24,l3,1,1
1,0.05,0,6,1,1,1,27,l3,1,1
1,0,0,6,1,3,0,19,l3,1,0
1,0.25,0,6,1,1,0,19,l3,1,0
1,0.25,0,6,1,1,0,23,l3,1,0
1,1,0,6,1,4,1,21,l3,1,0
1,1,0,6,1,1,0,19,l3,1,0
1,1,0,6,1,1,1,35,l3,1,0
1,1,0,6,1,7,1,35,l3,1,0
1,0,0,6,1,5,0,19,l3,1,0
1,0,0,6,1,8,0,19,l3,1,0
1,1,0,6,1,1,0,19,l3,1,0
1,0,0,6,1,11,0,19,l3,1,0
1,0,0,6,1,6,1,31,l3,1,0
1,0.25,0,6,1,8,1,31,l3,1,0
1,0.375,0,6,1,1,1,21,l3,1,0
1,0.125,0,6,1,8,1,21,l3,1,0
1,0.05,0,6,1,15,1,21,l3,1,0
1,0.25,0,6,1,1,1,21,l3,1,0
0,0.5,1,6,0,1,0,30,l3,1,1
1,0,0,6,1,1,0,25,l3,1,1
1,1,0,6,1,1,0,51,l3,1,1
1,1,0,6,1,1,1,30,l3,1,1
1,0,0,6,1,1,1,26,l3,1,1
0,0.25,1,6,0,1,1,20,l3,1,1
1,1,1,6,1,1,1,28,l3,1,1
0,1,0,6,0,1,1,24,l3,1,1
1,1,1,6,1,1,0,38,l3,1,1
1,1,1,6,1,1,1,26,l3,1,1
0,1,0,6,0,1,0,25,l3,1,1
1,0.75,0,6,1,1,0,34,l3,1,1
1,0.5,0,6,1,1,0,24,l3,1,1
1,0.25,0,6,1,1,0,35,l3,1,1
0,1,0,6,0,1,0,36,l3,1,1
1,1,0,6,1,1,1,40,l3,1,1
0,1,0,6,0,1,0,23,l3,1,1
1,1,1,6,1,1,1,44,l3,1,1
1,0,0,6,1,1,0,21,l3,1,1
1,1,0,6,1,1,0,29,l3,1,1
1,1,1,6,1,1,1,34,l3,1,1
1,1,1,6,1,1,1,41,l3,1,1
1,0.5,1,6,1,1,1,24,l3,1,1
1,0.75,0,6,1,1,0,32,l3,1,1
1,1,0,6,1,1,0,22,l3,1,1
1,0,0,6,1,1,1,24,l3,1,1
0,1,0,6,0,1,1,25,l3,1,1
1,0,0,6,1,1,0,43,l3,1,1
0,0,0,6,0,1,0,20,l3,1,1
1,1,0,6,1,1,0,38,l3,1,1
1,1,0,6,1,1,1,30,l3,1,1
1,0,0,6,1,1,0,26,l3,1,1
1,1,0,6,1,1,1,30,l3,1,1
1,1,0,6,1,1,1,27,l3,1,1
1,1,0,6,1,1,0,55,l3,1,1
0,1,0,6,0,1,0,28,l3,1,1
1,1,0,6,1,1,0,27,l3,1,1
1,1,0,6,1,1,1,43,l3,1,1
0,0.5,0,6,0,1,0,23,l3,1,1
1,0.75,0,6,1,1,0,27,l3,1,1
1,1,0,6,1,1,0,26,l3,1,1
1,0.25,0,6,1,1,1,28,l3,1,1
1,1,0,6,1,1,0,25,l3,1,1
1,0.75,0,6,1,1,1,28,l3,1,1
1,1,0,6,1,1,0,32,l3,1,1
1,1,0,6,1,1,0,25,l3,1,1
1,1,0,6,1,1,0,24,l3,1,1
1,1,0,6,1,1,1,26,l3,1,1
1,1,0,6,1,1,1,28,l3,1,1
1,1,0,6,1,1,1,23,l3,1,1
1,0,0,6.004,1,1,1,40,l3,0,1
0,1,1,6.048,0,1,1,36,l3,0,1
1,0,0,6.056,1,1,0,24,l3,1,1
0,1,1,6.06,0,1,0,34,l3,0,1
0,1,0,6.061,0,1,1,63,l3,1,1
1,0.25,0,6.073,1,1,0,23,l3,0,1
1,0.75,0,6.085,1,1,0,24,l3,1,1
0,0.5,0,6.1,0,1,1,23,l3,0,1
1,0.5,0,6.104,1,1,1,25,l3,0,1
1,1,0,6.108,1,1,0,27,l3,1,1
1,0.5,0,6.114,1,1,1,22,l3,1,1
1,1,0,6.13,1,1,1,63,l3,0,1
1,1,0,6.14,1,1,0,40,l3,1,1
1,0.25,0,6.175,1,1,1,24,l3,1,1
1,0,0,6.179,1,1,0,30,l3,0,1
1,0.2,1,6.183,1,1,1,21,l3,0,0
1,0.25,0,6.19,1,1,0,49,l3,1,1
1,1,1,6.193,1,1,1,36,l3,0,1
1,0.5,0,6.202,1,1,0,61,l3,1,1
1,0.2,1,6.219,1,1,0,35,l3,0,0
1,1,0,6.222,1,1,0,37,l3,0,1
1,1,0,6.247,1,1,0,27,l3,0,1
1,0.5,1,6.301,1,1,1,57,l3,0,0
1,1,0,6.314,1,1,0,23,l3,1,1
1,0.25,1,6.316,1,1,1,25,l3,0,1
1,0,0,6.328,1,1,0,42,l3,0,1
1,0,0,6.364,1,1,1,34,l3,0,1
1,1,0,6.389,1,1,1,45,l3,1,1
1,1,0,6.398,1,1,0,21,l3,0,1
1,1,0,6.405,1,1,0,35,l3,0,1
1,0.5,0,6.424,1,1,1,25,l3,0,1
1,1,0,6.444,1,1,0,33,l3,1,1
1,0,0,6.445,1,1,0,33,l3,0,1
1,0.5,1,6.451,1,1,0,26,l3,1,1
1,0,0,6.452,1,1,0,32,l3,1,1
1,0,0,6.46,1,1,0,27,l3,1,1
1,0,0,6.467,1,1,1,26,l3,0,1
1,0,0,6.47,1,1,1,33,l3,0,1
1,0.75,0,6.475,1,1,0,26,l3,0,1
1,1,0,6.483,1,1,0,23,l3,0,1
1,0.5,1,6.484,1,1,1,40,l3,1,1
1,0,0,6.493,1,1,0,26,l3,0,0
1,0.5,1,6.511,1,1,0,25,l3,0,1
1,0.5,0,6.566,1,1,0,25,l3,1,1
1,0,0,6.572,1,1,0,28,l3,0,1
1,0,0,6.61,1,1,0,38,l3,0,1
1,0.25,0,6.649,1,1,1,30,l3,1,1
1,0,0,6.655,1,1,0,36,l3,1,1
1,0,0,6.662,1,1,0,22,l3,1,1
0,1,0,6.669,0,1,1,58,l3,1,1
1,0,0,6.728,1,1,0,35,l3,1,1
1,1,0,6.729,1,1,1,59,l3,1,1
1,0.5,0,6.777,1,1,0,28,l3,1,1
1,1,1,6.781,1,1,0,24,l3,0,1
1,1,0,6.781,1,1,0,30,l3,1,1
0,0,0,6.795,0,1,1,27,l3,0,1
1,1,0,6.803,1,1,1,25,l3,1,1
1,1,0,6.851,1,1,0,26,l3,1,1
1,0.5,0,6.903,1,1,1,42,l3,0,1
1,0,0,6.907,1,1,1,31,l3,1,1
0,0,0,6.925,0,1,1,33,l3,0,1
1,0,1,6.931,1,1,1,29,l3,0,0
1,0,1,6.949,1,1,1,29,l3,0,0
1,0.7,1,7,1,1,1,21,l3,1,1
1,1,0,7,1,1,0,28,l3,1,1
1,0,0,7,1,1,0,21,l3,1,1
1,0,0,7,1,1,1,48,l3,1,1
1,1,0,7,1,1,1,25,l3,1,1
1,0.5,1,7,1,1,1,24,l3,1,1
0,1,0,7,0,1,1,30,l3,1,1
1,1,0,7,1,1,1,26,l3,1,1
0,1,0,7,0,1,1,57,l3,1,1
1,0.55,1,7,1,1,1,22,l3,1,1
1,1,1,7,1,1,0,22,l3,0,1
1,1,0,7,1,1,0,33,l3,0,1
0,1,0,7,0,1,1,24,l3,0,1
0,0,0,7,0,1,0,23,l3,0,1
1,1,0,7,1,1,0,24,l3,0,1
1,0,0,7,1,1,1,22,l3,1,0
0,1,0,7,0,1,0,25,l3,1,0
1,0,0,7,1,1,0,20,l3,1,0
1,0.75,0,7,1,1,0,21,l3,1,0
1,0.75,1,7,1,1,1,19,l3,1,0
1,0.5,0,7,1,1,1,18,l3,1,0
1,1,0,7,1,1,1,18,l3,1,0
1,1,1,7,1,1,1,20,l3,1,0
1,0,0,7,1,1,1,19,l3,1,0
1,1,1,7,1,1,0,20,l3,1,0
0,1,0,7,0,1,0,20,l3,1,0
1,1,0,7,1,1,0,19,l3,1,0
1,0.1,0,7,1,1,0,23,l3,1,1
1,0,0,7,1,1,0,43,l3,1,1
1,1,0,7,1,1,0,25,l3,1,1
1,1,1,7,1,1,1,31,l3,1,1
1,1,0,7,1,1,1,32,l3,1,1
1,1,1,7,1,1,1,45,l3,1,1
1,1,0,7,1,1,0,41,l3,1,1
1,1,0,7,1,1,0,28,l3,1,1
1,0,1,7,1,1,1,28,l3,1,1
1,1,0,7,1,1,1,44,l3,1,1
1,0.75,0,7,1,1,1,22,l3,1,1
1,0.5,0,7,1,4,0,19,l3,1,0
1,0.075,0,7,1,13,0,19,l3,1,0
1,0.25,0,7,1,5,0,23,l3,1,0
1,0,0,7,1,8,1,21,l3,1,0
1,0,0,7,1,1,0,21,l3,1,0
1,0.025,0,7,1,4,0,19,l3,1,0
1,0,0,7,1,7,0,19,l3,1,0
1,0,0,7,1,12,0,19,l3,1,0
1,1,0,7,1,1,1,31,l3,1,0
1,1,0,7,1,3,1,31,l3,1,0
1,1,0,7,1,1,0,25,l3,1,0
1,1,0,7,1,2,1,21,l3,1,0
1,0.65,0,7,1,4,1,21,l3,1,0
1,0,0,7,1,14,1,21,l3,1,0
1,1,0,7,1,1,0,21,l3,1,0
1,1,0,7,1,1,0,26,l3,1,0
1,0.5,0,7,1,1,1,19,l3,1,0
1,0.375,0,7,1,10,1,21,l3,1,0
1,1,0,7,1,1,0,33,l3,1,1
1,0.05,0,7,1,1,1,23,l3,1,1
1,0,0,7,1,1,0,30,l3,1,1
1,1,1,7,1,1,1,35,l3,1,1
1,0.25,0,7,1,1,0,23,l3,1,1
0,0.5,0,7,0,1,1,23,l3,1,1
1,1,0,7,1,1,1,26,l3,1,1
1,1,0,7,1,1,0,33,l3,1,1
0,0,0,7,0,1,0,23,l3,1,1
1,0,0,7,1,1,1,23,l3,1,1
1,0.75,1,7,1,1,0,23,l3,1,1
1,0.25,0,7,1,1,0,23,l3,1,1
1,0,0,7,1,1,0,24,l3,1,1
1,1,0,7,1,1,0,45,l3,1,1
1,1,0,7,1,1,1,21,l3,1,1
1,1,0,7,1,1,0,29,l3,1,1
1,1,0,7,1,1,0,21,l3,1,1
1,0.75,0,7,1,1,0,41,l3,1,1
1,1,0,7,1,1,1,22,l3,1,1
1,0.6,1,7,1,1,0,26,l3,1,1
1,0.25,0,7,1,1,0,28,l3,1,1
1,0.25,0,7,1,1,1,24,l3,1,1
1,0,0,7,1,1,0,26,l3,1,1
1,0,1,7,1,1,1,23,l3,1,1
1,0.6,0,7,1,1,0,36,l3,1,1
1,1,0,7,1,1,0,38,l3,1,1
1,1,0,7,1,1,0,52,l3,1,1
0,0.75,0,7,0,1,1,22,l3,1,1
0,0,0,7,0,1,1,37,l3,1,1
1,0.3,1,7,1,1,1,26,l3,1,1
1,0.5,1,7,1,1,1,40,l3,1,1
1,1,1,7,1,1,1,41,l3,1,1
1,1,0,7,1,1,0,23,l3,1,1
1,1,1,7,1,1,1,40,l3,1,1
1,0.55,1,7,1,1,0,42,l3,1,1
1,0,0,7,1,1,1,27,l3,1,1
1,1,0,7,1,1,0,23,l3,1,1
1,1,0,7,1,1,1,25,l3,1,1
1,1,0,7,1,1,0,39,l3,1,1
1,1,0,7,1,1,0,32,l3,1,1
1,0.85,0,7,1,1,1,32,l3,1,1
1,0,0,7,1,1,1,33,l3,1,1
1,0.25,0,7,1,1,1,22,l3,1,1
1,1,0,7,1,1,1,27,l3,1,1
1,1,0,7,1,1,1,29,l3,1,1
1,1,0,7,1,1,1,22,l3,1,1
1,0,0,7,1,1,1,20,l3,1,1
1,0.5,0,7.002,1,1,0,30,l3,0,1
1,1,0,7.013,1,1,0,22,l3,1,1
1,1,1,7.055,1,1,1,40,l3,0,1
1,0.75,0,7.076,1,1,0,23,l3,1,1
1,0,1,7.083,1,1,1,22,l3,1,1
1,0,1,7.096,1,1,1,46,l3,0,1
1,0.5,0,7.12,1,1,0,26,l3,0,1
1,0.75,0,7.127,1,1,1,25,l3,1,1
1,0,0,7.131,1,1,0,33,l3,0,1
0,1,0,7.189,0,1,0,27,l3,1,1
1,1,1,7.192,1,1,0,53,l3,1,1
1,0.25,0,7.199,1,1,0,47,l3,0,1
1,0.75,0,7.22,1,1,1,26,l3,1,1
1,1,1,7.225,1,1,1,64,l3,0,0
0,0,0,7.235,0,1,0,22,l3,0,1
1,0.5,0,7.336,1,1,1,38,l3,0,1
1,0.5,0,7.355,1,1,1,24,l3,1,1
1,0.5,0,7.363,1,1,1,29,l3,0,1
1,0.5,0,7.374,1,1,1,25,l3,0,1
1,1,0,7.576,1,1,0,27,l3,1,1
1,0.25,1,7.582,1,1,1,26,l3,1,1
1,0.5,1,7.659,1,1,1,23,l3,0,1
1,0.75,0,7.671,1,1,0,34,l3,0,1
1,1,1,7.672,1,1,1,34,l3,0,1
1,0,0,7.684,1,1,0,24,l3,0,1
1,0.5,0,7.707,1,1,0,25,l3,0,1
1,0,0,7.749,1,1,0,28,l3,0,1
0,1,0,7.773,0,1,1,33,l3,0,1
1,0.5,0,7.78,1,1,1,27,l3,0,1
1,1,0,7.803,1,1,1,50,l3,0,1
1,1,0,7.837,1,1,0,41,l3,1,1
1,1,1,7.877,1,1,0,24,l3,0,1
1,1,0,7.929,1,1,1,45,l3,1,1
1,0,0,7.93,1,1,0,27,l3,0,1
0,0,1,7.949,0,1,0,35,l3,0,1
0,0,0,7.965,0,1,0,29,l3,0,0
1,0.75,0,7.976,1,1,0,41,l3,0,1
1,0,1,7.994,1,1,1,37,l3,1,1
1,0.25,1,8,1,1,0,18,l3,1,1
1,0.45,1,8,1,1,0,33,l3,1,1
1,0.75,0,8,1,1,1,40,l3,1,1
1,0.35,1,8,1,1,0,27,l3,1,1
1,1,1,8,1,1,0,22,l3,1,1
1,1,0,8,1,1,0,32,l3,1,1
1,0.5,1,8,1,1,0,24,l3,1,1
1,0.15,1,8,1,1,1,22,l3,1,1
1,0.5,0,8,1,1,0,21,l3,1,1
0,0.5,0,8,0,1,0,38,l3,1,1
1,1,0,8,1,1,1,57,l3,1,1
1,0,0,8,1,1,0,23,l3,1,1
1,1,0,8,1,1,0,29,l3,1,1
1,0.5,0,8,1,1,1,24,l3,1,1
1,1,0,8,1,1,1,43,l3,1,1
1,0.6,1,8,1,1,1,22,l3,0,1
1,0.25,0,8,1,1,0,24,l3,0,1
0,0.5,0,8,0,1,0,24,l3,0,1
0,0,0,8,0,1,1,24,l3,0,1
0,1,0,8,0,1,1,24,l3,0,1
1,1,1,8,1,1,1,21,l3,1,0
1,0.165,1,8,1,1,1,21,l3,1,0
1,0,0,8,1,1,0,19,l3,1,0
1,0.68,0,8,1,1,0,21,l3,1,0
1,0.2,0,8,1,1,1,23,l3,1,0
1,0,0,8,1,1,0,19,l3,1,0
1,0.3,0,8,1,1,1,22,l3,1,0
1,0,0,8,1,1,1,21,l3,1,0
1,1,1,8,1,1,1,19,l3,1,0
1,0.65,1,8,1,1,1,19,l3,1,0
1,1,1,8,1,1,1,22,l3,1,0
1,0.45,0,8,1,1,1,21,l3,1,0
1,0,1,8,1,1,1,19,l3,1,0
1,1,0,8,1,1,0,38,l3,1,1
1,1,0,8,1,1,1,59,l3,1,1
1,0.25,0,8,1,1,0,23,l3,1,1
1,1,0,8,1,1,0,26,l3,1,1
1,1,1,8,1,1,1,32,l3,1,1
1,0.75,0,8,1,1,1,39,l3,1,1
0,0.5,0,8,0,1,0,26,l3,1,1
1,1,0,8,1,1,1,47,l3,1,1
1,0,0,8,1,1,0,31,l3,1,1
1,0.75,0,8,1,1,0,33,l3,1,1
1,0.9,1,8,1,1,1,43,l3,1,1
1,0,0,8,1,1,0,32,l3,1,1
0,0.75,0,8,0,1,1,21,l3,1,1
1,0,0,8,1,1,0,34,l3,1,1
1,0,0,8,1,1,0,19,l3,1,0
1,0.2,0,8,1,3,0,23,l3,1,0
1,,0,8,0,1,1,21,l3,1,0
1,,0,8,0,2,1,21,l3,1,0
1,,0,8,0,3,1,21,l3,1,0
1,,0,8,0,11,1,21,l3,1,0
1,1,0,8,1,1,0,19,l3,1,0
1,,0,8,0,2,0,19,l3,1,0
1,,0,8,0,9,0,19,l3,1,0
1,0,0,8,1,1,0,19,l3,1,0
1,0.125,0,8,1,10,1,31,l3,1,0
1,0.625,0,8,1,12,1,31,l3,1,0
1,0,0,8,1,6,0,25,l3,1,0
1,,0,8,0,3,1,21,l3,1,0
1,0.65,0,8,1,5,1,21,l3,1,0
1,,0,8,0,6,1,21,l3,1,0
1,,0,8,0,11,1,21,l3,1,0
1,0.125,0,8,1,1,1,31,l3,1,0
1,0,0,8,1,1,0,21,l3,1,0
1,,0,8,0,1,0,25,l3,1,0
1,1,0,8,1,6,0,21,l3,1,0
1,,0,8,0,1,1,21,l3,1,0
1,0.65,0,8,1,1,0,21,l3,1,1
1,0,0,8,1,1,0,26,l3,1,1
1,0.9,0,8,1,1,1,36,l3,1,1
1,1,1,8,1,1,1,31,l3,1,1
1,0.25,0,8,1,1,1,27,l3,1,1
1,0,0,8,1,1,1,36,l3,1,1
1,0.5,0,8,1,1,0,26,l3,1,1
1,1,0,8,1,1,0,43,l3,1,1
1,0.2,0,8,1,1,1,25,l3,1,1
1,0.75,0,8,1,1,0,26,l3,1,1
1,0.25,0,8,1,1,1,55,l3,1,1
1,0,1,8,1,1,0,27,l3,1,1
1,1,0,8,1,1,0,22,l3,1,1
1,0.6,1,8,1,1,0,20,l3,1,1
1,0.2,0,8,1,1,1,28,l3,1,1
1,0.75,1,8,1,1,1,29,l3,1,1
1,0.5,0,8,1,1,0,31,l3,1,1
1,1,0,8,1,1,0,26,l3,1,1
1,1,0,8,1,1,1,52,l3,1,1
1,0.15,0,8,1,1,0,38,l3,1,1
1,0.6,1,8,1,1,1,24,l3,1,1
0,1,0,8,0,1,0,23,l3,1,1
1,0.3,0,8,1,1,0,54,l3,1,1
0,0,0,8,0,1,0,28,l3,1,1
1,0,0,8,1,1,0,22,l3,1,1
0,1,0,8,0,1,1,28,l3,1,1
1,0.75,0,8,1,1,0,39,l3,1,1
0,0.75,1,8,0,1,0,25,l3,1,1
0,0,0,8,0,1,0,25,l3,1,1
1,0,0,8,1,1,1,31,l3,1,1
1,0.25,1,8,1,1,1,22,l3,1,1
1,0.05,0,8,1,1,1,22,l3,1,1
1,0,0,8,1,1,1,28,l3,1,1
1,0,0,8,1,1,1,54,l3,1,1
1,0.25,1,8,1,1,1,25,l3,1,1
1,0,0,8,1,1,0,27,l3,1,1
0,0.75,0,8,0,1,1,29,l3,1,1
1,0.8,0,8,1,1,1,48,l3,1,1
1,0.5,0,8,1,1,0,22,l3,1,1
1,0.5,0,8,1,1,0,23,l3,1,1
1,0,0,8,1,1,1,29,l3,1,1
1,0.25,0,8,1,1,1,29,l3,1,1
1,0,0,8,1,1,1,22,l3,1,1
1,0,0,8,1,1,0,24,l3,1,1
1,1,0,8,1,1,1,69,l3,1,1
1,0,0,8,1,1,0,22,l3,1,1
1,0.7,0,8,1,1,1,53,l3,1,1
1,0.55,0,8,1,1,1,22,l3,1,1
1,0,0,8.01,1,1,0,55,l3,0,1
1,0,0,8.011,1,1,0,29,l3,0,1
1,0.75,1,8.012,1,1,1,34,l3,1,1
1,0.5,0,8.023,1,1,1,39,l3,0,1
1,1,1,8.038,1,1,1,60,l3,0,1
1,1,0,8.041,1,1,1,28,l3,1,1
0,0,0,8.063,0,1,0,24,l3,0,1
1,1,1,8.068,1,1,0,28,l3,1,1
0,0,1,8.07,0,1,1,39,l3,0,0
1,1,1,8.074,1,1,0,32,l3,1,1
1,0.25,0,8.201,1,1,1,31,l3,0,1
0,0.5,1,8.262,0,1,0,26,l3,0,0
1,0,1,8.263,1,1,1,56,l3,1,1
1,0.25,0,8.268,1,1,0,27,l3,1,1
1,1,0,8.275,1,1,0,29,l3,0,1
0,1,1,8.301,0,1,1,40,l3,0,1
0,1,0,8.34,0,1,0,21,l3,1,1
1,0.75,0,8.355,1,1,1,22,l3,1,1
1,1,0,8.38,1,1,0,26,l3,0,1
1,0.75,1,8.416,1,1,1,51,l3,1,1
1,0,0,8.456,1,1,0,29,l3,0,1
0,0.5,0,8.535,0,1,0,28,l3,0,1
1,0,0,8.538,1,1,0,31,l3,0,1
0,0,1,8.55,0,1,1,25,l3,0,0
1,0.25,0,8.555,1,1,0,43,l3,1,1
0,1,1,8.559,0,1,1,70,l3,1,1
1,0.25,0,8.574,1,1,1,50,l3,0,1
1,0,0,8.589,1,1,1,25,l3,0,1
1,0,1,8.702,1,1,0,27,l3,1,1
0,1,0,8.706,0,1,1,39,l3,0,1
1,0.25,0,8.742,1,1,0,25,l3,1,1
1,1,0,8.758,1,1,0,24,l3,0,1
1,1,0,8.847,1,1,0,24,l3,1,1
1,1,0,8.868,1,1,0,30,l3,1,1
1,0.5,0,8.926,1,1,1,53,l3,0,1
1,1,0,8.949,1,1,0,44,l3,0,1
1,0,0,8.955,1,1,0,35,l3,0,1
1,1,0,8.978,1,1,0,27,l3,1,1
0,0.5,1,8.98,0,1,0,43,l3,1,1
1,0.5,0,9,1,1,0,27,l3,1,1
0,0.45,1,9,0,1,0,25,l3,1,1
1,0.85,1,9,1,1,0,22,l3,1,1
1,0.5,0,9,1,1,0,27,l3,1,1
0,1,0,9,0,1,1,40,l3,1,1
0,1,1,9,0,1,1,27,l3,1,1
1,1,0,9,1,1,1,26,l3,1,1
1,1,1,9,1,1,1,21,l3,1,1
0,1,1,9,0,1,1,21,l3,1,1
1,0.75,0,9,1,1,0,22,l3,1,1
1,1,0,9,1,1,0,36,l3,1,1
1,0,0,9,1,1,0,24,l3,1,1
1,1,0,9,1,1,0,48,l3,1,1
1,0.5,0,9,1,1,0,37,l3,1,1
1,0.5,0,9,1,1,1,28,l3,1,1
0,1,1,9,0,1,1,56,l3,1,1
1,0.75,1,9,1,1,0,25,l3,0,1
1,0,0,9,1,1,0,37,l3,0,1
1,0,1,9,1,1,0,30,l3,0,1
1,1,0,9,1,1,0,22,l3,0,1
0,1,1,9,0,1,0,23,l3,0,1
1,1,0,9,1,1,1,25,l3,0,1
1,0.25,1,9,1,1,1,21,l3,1,0
1,0.75,1,9,1,1,1,21,l3,1,0
1,1,1,9,1,1,1,21,l3,1,0
1,0.75,1,9,1,1,1,18,l3,1,0
1,0.75,0,9,1,1,0,28,l3,1,0
1,0.875,1,9,1,1,1,23,l3,1,0
1,0.2,1,9,1,1,1,18,l3,1,0
1,0,0,9,1,1,0,26,l3,1,0
1,0.9,0,9,1,1,1,22,l3,1,0
